book_id,title,author,category_id
3691,"Indian Roots, Ivy Admits",Viral Doshi,17
3692,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life,Gaur Gopal Das,17
3693,Pretentiousness: Why it Matters,Dan Fox,17
3694,Wise & Otherwise,Sudha Murthy,17
3695,AZADI,Arundhati Roy,17
3696,The Checklist Manifesto: How to Get Things Right,Atul Gawande,17
3697,Pretentiousness: Why it Matters,Dan Fox,17
3698,"Truth, Love & A Little Malice",Khushwant Singh,17
3699,ஊருக்குச் செல்லும் வழி: Oorukku Sellum Vazhi (Tamil Edition),கார்த்திக் புகழேந்தி,17
3700,Letter to the Father/Brief an den Vater: Bilingual Edition (The Schocken Kafka Library),Franz Kafka,17
3701,Harry Potter and the Philosopher's Stone,J.K. Rowling,17
3702,The Cruel Prince (The Folk of the Air),Holly Black,17
3703,Acts of God,Kanan Gill,17
3704,The Hidden Hindu Book 2,Akshat Gupta,17
3705,Before the Coffee Gets Cold,Toshikazu Kawaguchi,17
3706,The Kalki Trilogy Set of 3 Books Avatar of Vishnu Eye of Brahma Sword of Shiva,Kevin Missal,17
3707,"That Night: Four Friends, Twenty Years,",Nidhi Upadhyay,17
3708,Ghosts of The Silent Hills: Stories based on true hauntings,Anita Krishan,17
3709,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,17
3710,Harry Potter and the Chamber of Secrets,J.K. Rowling,17
3711,Harry Potter and the Half-Blood Prince,J.K. Rowling,17
3712,Harry Potter and the Goblet of Fire,J.K. Rowling,17
3713,Dune,Frank Herbert,17
3714,Harry Potter and the Order of the Phoenix,J.K. Rowling,17
3715,Harry Potter and the Deathly Hallows,J.K. Rowling,17
3716,Harry Potter and the Philosopher's Stone,J.K. Rowling,17
3717,Harry Potter Box Set: The Complete Collection (Children’s Paperback),J.K. Rowling,17
3718,"The Immortals of Meluha (Shiva Trilogy Book 1) (Shiva, 1)",Amish Tripathi,17
3719,The Picture of Dorian Gray (Deluxe Hardbound Edition),Oscar Wilde,17
3720,Harry Potter and the Chamber of Secrets,J.K. Rowling,17
3721,Fourth Wing: DISCOVER THE INSTANT SUNDAY TIMES AND NUMBER ONE GLOBAL BESTSELLING PHENOMENON!* (The Empyrean),Rebecca Yarros,17
3722,The Canterville Ghost,Oscar Wilde,17
3723,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,17
3724,Harry Potter and the Cursed Child - Parts One and Two: The Official Playscript of the Original West End Production,J.K. Rowling,17
3725,Hitchhiker's Guide to the Galaxy,Douglas Adams,17
3726,"Harry Potter and the Philosopher's Stone, Book 1",J.K. Rowling,17
3727,Dune,Frank Herbert,17
3728,HARRY POTTER AND THE ORDER OF THE PHOENIX - 5,J.K. Rowling,17
3729,War Of Lanka (Ram Chandra Series Book 4),Amish Tripathi,17
3730,Harry Potter and the Goblet of Fire,J.K. Rowling,17
3731,Premchand ki Anmol Kahaniya (Hindi),Munshi Premchand,17
3732,The Song of Achilles,Madeline Miller,17
3733,Welcome to Paradise,Twinkle Khanna,17
3734,1984 (AmazonClassics Edition),George Orwell,17
3735,"Harry Potter and the Order of the Phoenix, Book 5",J.K. Rowling,17
3736,"The Hidden Hindu Book 2 ""द हिडन हिंदू-2"" - अक्षत गुप्ता (Hindi Version of Hidden Hindu 2) - Akshat Gupta",Akshat Gupta,17
3737,The Girl in the Glass Case : Keep Your Girls Safe. Boys Safer.,Devashish Sardana,17
3738,The Three-Body Problem: Soon to be a major Netflix series: 1,Cixin Liu,17
3739,System Interference: A LitRPG Adventure (System Universe Book 5),SunriseCV,17
3740,"Iron Flame: THE NUMBER ONE BESTSELLING SEQUEL TO THE GLOBAL PHENOMENON, FOURTH WING* (The Empyrean)",Rebecca Yarros,17
3741,Zodiac Academy: Live And Let Lionel,Caroline Peckham,17
3742,Harry Potter and the Half-Blood Prince,J.K. Rowling,17
3743,"The Secret Of The Nagas (Shiva Trilogy Book 2) (The Shiva Trilogy, 2)",Amish Tripathi,17
3744,The Immortals of Meluha,Amish Tripathi,17
3745,The Secret of the Nagas,Amish Tripathi,17
3746,Acts of God,Kanan Gill,17
3747,"Harry Potter and the Deathly Hallows, Book 7",J.K. Rowling,17
3748,"Harry Potter and the Goblet of Fire, Book 4",J.K. Rowling,17
3749,Project Hail Mary,Andy Weir,17
3750,Crowns of Ice (Fae of Snow & Ice Book 4),Krista Street,17
3751,A Man Called Ove,Fredrik Backman,17
3752,Anxious People,Fredrik Backman,17
3753,Story Book- 101 Panchatantra Stories ( Ilustrated stories for children from Ancient India),Om Books Editorial Team,17
3754,The Illustrated Stories of Akbar and Birbal: Classic Tales From India,Wonder House Books,17
3755,101 Witty Stories of Akbar and Birbal - Collection of Humorous Stories For Kids,Wonder House Books,17
3756,A Nation of Idiots,Daksh Tyagi,17
3757,Everything I Know About Love : Now a Major BBC One Series,Dolly Alderton,17
3758,49 Questions to Annoy Your Parents (The 49 Series Book 4),James Warwood,17
3759,The Arabian Nights: Illustrated Book For Children,Wonder House Books,17
3760,வேல்விழி மொழிகள் (Tamil Edition),ஷேஹா ஸகி Shehazaki,17
3761,THE CONCISE 48 LAWS OF POWER,Robert Greene,17
3762,Maun Muskaan Ki Maar | मौन मुस्कान की मार,Ashutosh Rana,17
3763,The Ant and the Grasshopper - Illustrated Moral Story for Children (Classic Tales from India),Wonder House Books,17
3764,BUTTERFINGERS: TINKLE TALL TALES,Rajani Thindiath,17
3765,CLEOPATRA AND FRANKENSTEIN,Coco Mellors,17
3766,Tom Gates 2: Excellent Excuses (And Other Good Stuff) (Tom Gates series),Liz Pichon,17
3767,BORN A CRIME: STORIES FROM A SOUTH AFRICAN CHILDHOOD,Trevor Noah,17
3768,"Anxious People: The No. 1 New York Times bestseller, now a Netflix TV Series",Fredrik Backman,17
3769,"The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition (The Hitchhiker's Guide to the Galaxy, 1)",Douglas Adams,17
3770,Kadambari,KAMALA CHANDRAKANT,17
3771,TINKLE DIGEST 1,ANANT PAI,17
3772,"""MeMés"": Nonstop Laughing,Mad Moment Fresh Your Mind",James N. Yanez,17
3773,Stories of Creation,SHALINI SRINIVASAN,17
3774,Tinkle Magazine 613,Rajani Thindiath,17
3775,Bahubali,SUBBA RAO,17
3776,TINKLE DOUBLE DIGEST 6,ANANT PAI,17
3777,Mrs Funnybones : She's just like You and a lot like Me,Khanna Twinkle,17
3778,The Top Insults: How to Win Any Argument…While Laughing!,Full Sea Books,17
3779,I Think He Knows : A Romantic Comedy (Donovan Family Book 2),Katie  Bailey ,17
3780,"Harry Potter Spells: The Complete Harry Potter Spell Book of Spells, Charms enchantment, Curses and Jinxes",Prince Vincent,17
3781,Tinkle Magazine 614,Rajani Thindiath,17
3782,"The Less You Preach, the More You Learn : Aphorisms for Our Age",Shashi Tharoor,17
3783,Collins Wordsearches — WORDSEARCH CHALLENGE BOOK 2: 200 themed wordsearch puzzles,Collins Puzzles,17
3784,TANTRI THE MANTRI (VOL -4) : TINKLE COLLECTION (TANTRI THE MANTRI : TINKLE COLLECTION),Rajani Thindiath,17
3785,SUPPANDI 48 (VOL- 3): SUPERCHARGED WITH FUN & LAUGHTER,Rajani Thindiath,17
3786,Tinkle Magazine 606,Rajani Thindiath,17
3787,Butterfingers - 2: Goes Bonkers,Rajani Thindiath,17
3788,Tinkle Digest 20,ANANT PAI,17
3789,Agastya,KAMALA CHANDRAKANT,17
3790,Once Upon a Time in KREC: Mirthful Musings of '81,Padmanand Warrier,17
3791,TINKLE DOUBLE DIGEST 5,ANANT PAI,17
3792,SUPPANDI (VOL 2) : TINKLE COLLECTION (SUPPANDI : TINKLE COLLECTION),Rajani Thindiath,17
3793,SUPPANDI VOL 3 : TINKLE COLLECTION (SUPPANDI : TINKLE COLLECTION),Rajani Thindiath,17
3794,A Christmas Carol by Charles Dickens - A Timeless Holiday Classic | Love and Compassion | A Gripping Story of Redemption and Forgiveness | Victorian England | A Masterpiece on Generosity and Empathy | Classic Literature,Charles Dickens,17
3795,A Man Called Ove: Now a major film starring Tom Hanks,Fredrik Backman,17
3796,"The Great Indian Cricket Circus: Amazing Facts, Stats and Everything in Between",Joy Bhattacharjya,17
3797,Gandhari,GAYATRI MADAN DUTT,17
3798,TINKLE DOUBLE DIGEST 8,ANANT PAI,17
3799,Desserts for Stressed People: A Secret Identity Romantic Comedy (Love & Other Recipes),Letizia Lorini,17
3800,The Fox and the Goat - Illustrated Moral Story for Children (Classic Tales from India),Wonder House Books,17
3801,The Hidden Hindu,Akshat Gupta,17
3802,Tales from Indian Mythology Collection of 10 Books Story Books For Kids,Wonder House Books,17
3803,The Hidden Hindu Book 2,Akshat Gupta,17
3804,The Hidden Hindu Book 3,Akshat Gupta,17
3805,The Kalki Trilogy Set of 3 Books Avatar of Vishnu Eye of Brahma Sword of Shiva,Kevin Missal,17
3806,"The Palace of Illusions: 10th Anniversary Edition [Paperback] Banerjee Divakaruni, Chitra",Chitra Banerjee Divakaruni,17
3807,The Hidden Hindu (Hindi Translation of The Hidden Hindu) Paperback,Akshat Gupta,17
3808,GITA ABHYAS : Bhagavad Gita In Practice - Inspirational book to change your life [English],Venkataramana Modi,17
3809,Dashavatar (Illustrated) - Story Book for Kids,Compiled by Maple Press,17
3810,"The Immortals of Meluha (Shiva Trilogy Book 1) (Shiva, 1)",Amish Tripathi,17
3811,The Forest of Enchantments,Chitra Banerjee Divakaruni,17
3812,Mahagatha: 100 Tales from the Puranas,Satyarth Nayak,17
3813,Mahabharata Unravelled: Lesser-Known Facets of a Well-Known History,Ami Ganatra,17
3814,Mythos,Stephen Fry,17
3815,Hanuman Chalisa (Paperback),Shubha Vilas,17
3816,"The Upside-Down King: Unusual Tales about Rama and Krishna [Paperback] Murty, Sudha",Sudha Murty,17
3817,JAYA: AN ILLUSTRATED RETELLING OF THE MAHABHARATA,Devdutt Pattanaik,17
3818,"Valmiki Ramayana, The (Box Set)",Debroy Bibek,17
3819,War Of Lanka (Ram Chandra Series Book 4),Amish Tripathi,17
3820,The Song of Achilles,Madeline Miller,17
3821,"The Secret Of The Nagas (Shiva Trilogy Book 2) (The Shiva Trilogy, 2)",Amish Tripathi,17
3822,The Immortals of Meluha,Amish Tripathi,17
3823,The Secret of the Nagas,Amish Tripathi,17
3824,Premchand Ki Shreshth Kahaniyan (Hindi),Munshi Premchand,17
3825,The Hidden Hindu,Akshat Gupta,17
3826,"The Oath Of The Vayuputras (Shiva Trilogy Book 3) (Shiva Trilogy, 3)",Amish Tripathi,17
3827,Samsara: Enter The Valley Of The Gods,Saksham Garg,17
3828,The Last Queen,Chitra Banerjee Divakaruni,17
3829,Dharmayoddha Kalki: Avatar of Vishnu- Book 1 (Hindi),Kevin Missal,17
3830,The Hidden Hindu 2,Akshat Gupta,17
3831,"Sita: Warrior Of Mithila (Ram Chandra Series Book 2) (Ram Chandra, 2)",Amish Tripathi,17
3832,Meluha Ke Mritunjay (Immortals Of Meluha),Amish Tripathi,17
3833,"War of Lanka: Ram Chandra, Book 4",Amish Tripathi,17
3834,A Court of Thorns and Roses,Sarah J. Maas,17
3835,Mahabharta vol 3,Anant Pai,17
3836,The Covenant of Water: An Oprah's Book Club Selection,Abraham Verghese,17
3837,Norse Mythology,Neil Gaiman,17
3838,"The Ram Chandra Series: Boxset of 4 Books (Ram - Scion of Ikshvaku, Sita : Warrior of Mithila, Raavan : Enemy of Aryavarta, War of Lanka)",Amish Tripathi,17
3839,Shri Ramayana Hindi,M. Rajasve,17
3840,Circe,Madeline Miller,17
3841,Ahalya: The Sati Series,Koral Dasgupta,17
3842,Dharmayoddha Kalki: Avatar of Vishnu (Book 1),Kevin Missal,17
3843,"Ram - Scion Of Ikshvaku (Ram Chandra Series Book 1) (Ram Chandra, 1)",Amish Tripathi,17
3844,NAMAHA - Stories From The Land Of Gods And Goddesses by Abhishek Singh 5in. x 11in.,Abhishek Singh,17
3845,"The Oath of the Vayuputras (English): Shiva Trilogy, Book 3",Amish Tripathi,17
3846,ASURA : Tale of the Vanquished,Anand Neelakantan,17
3847,The Legend of Parshuram,Dr Vineet Aggarwal,17
3848,Shiva Purana Vol. 1,Bibek Debroy,17
3849,ONCE UPON A BROKEN HEART,Stephanie Garber,17
3850,A Curse For True Love: the thrilling final book in the Once Upon a Broken Heart series,Stephanie Garber,17
3851,I Don't Love You Anymore: Moving On & Living Your Best Life,Rithvik Singh,17
3852,Rumi's Little Book of Life,Rumi,17
3853,"Rashmirathi (Jnanpith Award Winner, 1972) - Hindi",Ramdhari Singh Dinkar,17
3854,Jaun Elia: Ek Ajab Ghazab Shayar । जौन एलिया : एक अजब-ग़ज़ब शायर (Hindi Edition),Jaun Elia,17
3855,Sunderkand (Hindi),Goswami Tulsidas,17
3856,The Prophet,Kahlil Gibran,17
3857,Warmth : Poetry by Rithvik Singh,Rithvik Singh,17
3858,Madhushala,Harivansh Rai Bachchan,17
3859,Ishwar Aur Bazar,Yatish Kumar ,17
3860,Selected Poems (PB),Gulzar,17
3861,Collected Works of Kahlil Gibran (Deluxe Hardbound Edition),Kahlil Gibran,17
3862,Kaisa Kutta Hai । कैसा कुत्ता है,Rahgir,17
3863,Kuchh Ishq Kiya Kuchh Kaam Kiya,Piyush Mishra,17
3864,The Eloquence of Ghalib | A Journey Through His Poetry | The Poet's Legacy.,Swati Sani,17
3865,THE GIRL ON THE TRAIN,Ruskin Bond,17
3866,Gitanjali by Rabindranath Tagore - Literary Treasure of India,Rabindranath Tagore,17
3867,Mere Dil Mere Musafir,Faiz Ahmed 'Faiz',17
3868,Gabbilam : A Dalit Epic,Chinnaiah Jangam,17
3869,One Hundred Poems of Kabir [Paperback] Translated by Rabindranath Tagore,Translated by Rabindranath Tagore,17
3870,Faaslay: A collection of nazms,Tauseef Ali,17
3871,The Prophet (Deluxe Hardbound Edition),Kahlil Gibran,17
3872,The Art of Letting Go: Poetry for the Seekers,Sanhita Baruah,17
3873,Talkhiyan,Sahir Ludhianavi,17
3874,VELMARAL MAHA MANTHIRAM / ???? ????? ??? ???????? : VELMARAL [Paperback] G S Vijayalakshmi,G S Vijayalakshmi,17
3875,Do Kadam Aur Sahi,Rahat Indori,17
3876,Mahabharta vol 3,Anant Pai,17
3877,GITANJALI:RABINDRANATH TAGORE,Rabindranath Tagore,17
3878,HUMSAFAR : The World of Urdu Poetry by Hitesh Gupta Aadil,Hitesh Gupta Aadil,17
3879,"Top 50 World’s Greatest Short Stories, Speeches, Letters & Poems, COLLECTABLE EDITION (Box Set of 4 Books)",Various,17
3880,How to Love in Sanskrit: Poems,Anusha Rao,17
3881,Phir Meri Yaad,Kumar Vishwas,17
3882,The Prophet (Tamil),Kahlil Gibran,17
3883,Kamaal Karde O Baadshaho,Tajammul Kaleem,17
3884,यह अंजुमन तूम्हारी है,Rajendra Kumar Sondh,17
3885,An expression,Jyoti Gupta,17
3886,Main Tumhen Phir Milungi/मैं तुम्हें फिर मिलूँगी,अमृता प्रीतम,17
3887,Strings,Reema Sherin,17
3888,Greatest Works of Edgar Allan Poe (Deluxe Hardbound Edition): American Literature Gothic Fiction Horror Stories Mystery and Suspense Classic Horror ... Poems Macabre Tales Psychological Thrillers,Edgar Allan Poe,17
3889,Electric Shock & It's Treatment Chart (50 x 70 cm),Vidya Chitr Prakashan,17
3890,RAAT PASHMINE KI (HINDI) P.B,Gulzar,17
3891,"Jo Meri Nas-Nas Mein Hai ""जो मेरी नस-नस में है"" Book in Hindi",Manoj ‘Muntashir’ Shukla,17
3892,Musings of the Uninitiated,Aimi Hodiwala Rale,17
3893,Parshuram Ki Pratiksha : Dinkar Granthmala,Ramdhari Singh Dinkar,17
3894,Urdu Ke Mashhoor Shayar Ahmad Faraz Aur Unki Chuninda Shayari (उर्दू के मशहूर शायर अहमद फ़राज़ और उनकी चुनिंदा शायरी),Narender Govind Behl,17
3895,Ghalib,Mirza Ghalib,17
3896,Chuni Hui Kavitayen,ATAL BIHARI VAJPAYEE,17
3897,Madhushala (Hindi),Harivansh Rai Bachchan,17
3898,50 World’s Greatest Poems : Collectable Edition,Various,17
3899,Raat Pashmine Ki (Hindi),Gulzar,17
3900,Ishq Baghawat । Ishq Bagawat । इश्क़ बग़ावत [ Ritesh Rajwada / रितेश रजवाड़ा ],Ritesh Rajwada,17
3901,108 Panchatantra Stories (Illustrated) for children [Paperback] Maple Press,Maple Press,17
3902,The Exception to the Rule (The Improbable Meet-Cute collection),Christina Lauren,17
3903,Stalking my Love... (Ishq Wala Love Book 1),Ruchi Chandra Verma,17
3904,The Illustrated Stories of Tenali Raman: Classic Tales From India,Wonder House Books,17
3905,"108 Moral Stories (Illustrated) - Story Book for Kids - English Short Stories with Colourful Pictures - Bedtime Children Story Book - 4 Years to 10 Years Old Children - Read Aloud to Infants, Toddlers",Maple Press,17
3906,Mother Faker,Brittanee Nicole ,17
3907,GREAT STORIES FOR CHILDREN,Ruskin Bond,17
3908,Trapped With You: You drive me crazy (Twisted Marriage),Bhavna Goyal,17
3909,Forever Yours: An Indian Billionaire Romance (Intertwined Book 1),Neha Chenani Khanagwal,17
3910,Greatest Short Stories For Children,Various,17
3911,Heir's Contract Bride: A Sweet and Clean Contract Marriage Romance with a Happily Ever After (Dream Come True : Heart warming Happily Everafters Book 3),Isa Aroop,17
3912,White Nights,Fyodor Dostoyevsky,17
3913,Twisted Deceit: Arranged Marriage with Contract Bride,P.G. Van,17
3914,Worst Wingman Ever (The Improbable Meet-Cute collection),Abby Jimenez,17
3915,"Here, There and Everywhere",Murty Sudha,17
3916,A Mussoorie Mystery,Ruskin Bond,17
3917,Short Stories From Panchatantra - Volume 1: Abridged Illustrated Stories For Children (With Morals),Wonder House Books,17
3918,Only With You: All I ever want is you (Twisted Marriage Book 2),Bhavna Goyal,17
3919,"The Book of Rumi: 105 Stories and Fables that Illumine, Delight, and Inform",Rumi,17
3920,Theek Tumhare Peechhe (Hindi),Manav Kaul,17
3921,"Best of Hindi Short Stories (Set of 4 books) - Premchand, Jaishankar Prasad, Sarat Chandra, Rabindranath Tagore",Various Authors,17
3922,Men Without Women,Haruki Murakami,17
3923,Ninte Ormakku,M T Vasudevan Nair,17
3924,Chasing Love: A Best Friends Brother Romance (Dark Love Series Book 1),Kat  T.Masen,17
3925,Dreamy Nights: Set of 10 Bedtime Story Books with colorful Pictures for Kids and & Children-Magical Adventures and Soothing Tales to Settle and Inspire,Team Pegasus,17
3926,"Playing Hard: A Billionaire Playboy, Fake Marriage Romance (Marwah Series Book II)",Meenu Pillai,17
3927,Twisted Alliance: Arranged Marriage with Innocent Bride,P.G. Van,17
3928,50 Worlds Greatest Short Stories Tamil,Various,17
3929,Mother Maker (The Momcoms Book 1),Jenni  Bara ,17
3930,Rabindranath Tagore - Short Stories (Master's Collections),Rabindranath Tagore,17
3931,Unexpected Proposal,Divine Earth,17
3932,Finding my Home...,Ruchi Chandra Verma,17
3933,Royal Valentine (The Improbable Meet-Cute collection),Sariah Wilson,17
3934,Mother Hater,Daphne Elliot,17
3935,World's Greatest Short Stories (Deluxe Hardbound Edition),Various,17
3936,41 Anmol Kahaniya - Premchand [Paperback] Premchand,Premchand,17
3937,With Any Luck (The Improbable Meet-Cute collection),Ashley Poston,17
3938,100 World’s Greatest Short Stories: Collectable Edition,Various,17
3939,Always With You: This is where we belong (Twisted Marriage Book 1),Bhavna Goyal,17
3940,Rosie and the Dreamboat (The Improbable Meet-Cute collection),Sally Thorne,17
3941,Meri Priya Kahaniyaan (Hindi),Amrita Pritam,17
3942,The Checkmate (Political Romance Trilogy Book 3),Madhuri Tamse,17
3943,FOREVER MINE | BILLIONAIRE ROMANCE | BABY ROMANCE | UNEXPECTED MARRIAGE: ROMANCE NOVEL | LOVE STORY | LOVE AFTER MARRIAGE,SIRIN FATHIMA,17
3944,Godaan (Hindi Edition),Munshi Premchand,17
3945,Black & White Board Book,Tana Hoban,17
3946,If You Are Lonely and You Know It (Currency),Yiyun Li,17
3947,Heartstrings and Harmonies,Manali Desai,17
3948,Theek Tumhare Peechhe - Hindi,Manav Kaul,17
3949,Melt Into Me (The Goel Heir Book 2),Adhiti Aravind,17
3950,The Day I Stopped Drinking Milk : Life Lessons From Here And There,Sudha Murty,17
3951,"The Glucose Goddess Method: Your four-week guide to cutting cravings, getting your energy back, and feeling amazing. With 100+ super easy recipes",Jessie Inchauspé,18
3952,"Future Care : Sensors, Artificial Intelligence, and the Reinvention of Medicine",Jag Singh,18
3953,Essentials of Community Medicine Practicals,DK Mahabalaraju,18
3954,Manual of Diagnostic Ultrasound,Philip E. S. Palmer,18
3955,Pulse to Planet: The Long Lifeline of Human Health,K. Srinath Reddy,18
3956,"Unnatural Causes: 'An absolutely brilliant book. I really recommend it, I don't often say that' Jeremy Vine, BBC Radio 2 [Paperback] Shepherd, Richard",Dr Richard Shepherd,18
3957,Pharmacy OSCEs and Competency-based Assessments -1E,Roisin O'Hare,18
3958,ENT OSCEs: A guide to your first ENT job and passing the MRCS (ENT) OSCE,"Livy Kullar, Peter | Manjaly, Joseph | Kenyon",18
3959,Office Management,Pillai R.S.N.,18
3960,Cardiac Rehabilitation: A practical clinical guide (The European Society of Cardiology Series),Ana Abreu,18
3961,"Young Forever: The Secrets to Living Your Longest, Healthiest Life",Mark Hyman,18
3962,Apollo Clinical Nutrition Handbook,Anita Jatana,18
3963,"Hospital Management, Volume 1 (4th reprint)",Saxena M.,18
3964,"Diabetic Neuropathy. Diabetic Neuropathy Symptoms, Treatments, Diet, Management, Natural Remedies, Vitamins and Exercises All Covered.",Robert Rymore,18
3965,Science and the Quiet Art – The Role of Medical Research in Health Care (Paper) (Norton Paperback),D Weatherall,18
3966,Hospital Administration and Management: A Comprehensive Guide,Joydeep Das Gupta,18
3967,IAPSM’s Textbook of Community Medicine As Per The Competency-based Medical Education Curriculum (NMC),AM Kadri,18
3968,Community Medicine Buster,Gautam Sarker,18
3969,Design for Critical Care: An Evidence-Based Approach,D. Kirk Hamilton,18
3970,Nutritional Guidelines for Sportspersons,Geetanjali Bhide,18
3971,Practical Notebook Community Medicine for Undergraduates MBBS Students,Suresh K Kotwal,18
3972,"The Brainstorms Healer: Epilepsy in Our Experience - Stories of Health Care Professionals as Care Providers and Patients (Brainstorms Series, 4)",Steven C. Schachter,18
3973,"Crack in Creation, A: The New Power to Control Evolution",Jennifer Doudna,18
3974,The Strategic Management of Health Care Organizations,Peter M. Ginter,18
3975,Health Care Operations Management: A Systems Perspective,James R. Langabeer II,18
3976,Close Your Mouth,Patrick G McKeown Patrick G. McKeown,18
3977,Ethical Hospital Branding & Marketing : 15 Proven Strategies to Build Your Hospital Brand Both Online & Offline,Mohammed Ilias,18
3978,Healing the Pharmacy of the World : An Inside Story of Medical Products Manufacturing and Regulation in India,K.L. Sharma,18
3979,Being a Doctor: The Art of Medicine,"MD Goldstein Faao Facs, Joel H",18
3980,Community Assessment: Guidelines for developing countries,Douglas Stockman,18
3981,"Mind Maps for Medical Students, Second Edition",Olivia Antoinette Mary Smith,18
3982,A Comprehensive Textbook of Applied Nutrition and Dietetics for BSc Nursing Students,Darshan Sohi,18
3983,"Health Care Reforms in India: Making up for the Lost Decades, 1e",Rajendra Pratap Gupta,18
3984,Outcome-Based Evaluation,Robert L. Schalock,18
3985,"And the Band Played On: Politics, People, and the AIDS Epidemic",Randy Shilts,18
3986,The Clinical Audit Book,Clare Morell,18
3987,ROXBURGHS COMMON SKIN DISEASES 19ED (PB 2022),Ayşe Serap Karadag,18
3988,Essentials of Hospital Management and Administration,D L Ramachandra,18
3989,Lifestyle Psychiatry: Through the Lens of Behavioral Medicine (Lifestyle Medicine),Gia Merlo,18
3990,Left Main Coronary Revascularization,Bernardo Cortese,18
3991,The Innovator's Prescription: A Disruptive Solution for Health Care (BUSINESS BOOKS),Clayton Christensen,18
3992,The Collected Works of Atul Gawande : The Checklist Manifesto + Better + Being Mortal + Complications,GAWANDE ATUL,18
3993,Hospital Administration,DC Joshi,18
3994,Toyota Production System: Beyond Large-Scale Production,Taiichi Ohno,18
3995,HOW INNOVATION WORKS,Matt Ridley,18
3996,Dreams of a Healthy India - 9,Ritu Priya,18
3997,The Power of Women: A Doctor's Journey of Hope and Healing,Denis Mukwege,18
3998,Self and Others: Selected Works of R D Laing Vol 2,R D Laing,18
3999,Private and Controversial: When Public Health and Privacy Meet in India,Smriti Parsheera,18
4000,Mass Transfer Theory And Applications (Pb 2017),NARAYANAN K.V.,18
4001,Target High 7/e Premium Edition with AddON Booklet FREE - One Nation NORCET Book on Nursing Officer / Staff Nurse Recruitment Exams Coloured Phygital,MUTHUVENKATACHALAM S.,18
4002,Dr. Cuterus : Everything Nobody Tells You About Your Body,Dr Tanaya Narendra,18
4003,Saunders Comprehensive Review for the NCLEX-RN (R) Examination (Saunders Comprehensive Review For NCLEX-RN),"CNE Silvestri, Angela E., PhD, APRN, FNP-BC",18
4004,"Ross and Wilson Anatomy and Physiology in Health and Illness, International Edition, 14e",Waugh,18
4005,Adult Health Nursing-II,Sukhpal Kaur,18
4006,Medical Surgical Nursing,P.K. Panwar,18
4007,Pharmacology for Nurses,Padmaja Udaykumar,18
4008,Adult Health Nursing-I (Medical Surgical Nursing),Sukhpal Kaur,18
4009,TEXTBOOK OF COMMUNITY HEALTH NURSING II FOR GNM NURSING STUDENTS (PB 2020),GILL K K,18
4010,"Saunders Comprehensive Review for the NCLEX-RN Examination, 4SAE",Kaushik,18
4011,Airway Management,Rashid M Khan,18
4012,Textbook Of Community Health Nursing Ii For Bsc Nursing (Pb 2020),MANIVANNAN S.D,18
4013,Basics of Thoracic Segmental Spinal Anesthesia,Dr. Naresh Wamanrao Paliwal,18
4014,Midwifery(Obstetric and Gynecological) Nursing in Hindi for G.N.M. 3rd Year Students (As Per Newly Revised Syllabus of INC),Vinod Gupta & Yogesh Gupta Preeti Agarwal,18
4015,Adult Health Nursing-I (Medical Surgical Nursing),MJ Kumari,18
4016,A Guide to Mental Health & Psychiatric Nursing,Sreevani R,18
4017,"PR Yadav's Competitive Handbook of Nursing Vol 1 & 2 [Combo, Bilingual (Hindi + English)] (Best Nursing Guide Combo in Hindi + English language)",PR Yadav,18
4018,Textbook of Neonatal Resuscitation (Nrp),Gary M Weiner,18
4019,Principle and Practice of Nursing Management and Administration: For BSc and MSc Nursing,Jogindra Vati,18
4020,Applied Psychology for Nurses,R Sreevani,18
4021,Adult Health Nursing-II (Medical Surgical Nursing),MJ Kumari,18
4022,TEXTBOOK OF MIDWIFERY AND GYNECOLOGICAL NURSING FOR GNM NURSING STUDENTS,Sandeep Kaur,18
4023,Essentials of Applied Microbiology for Nurses (Including Infection Control and Safety),Apurba S Sastry,18
4024,Target High 6th Premium Edition,MUTHUVENKATACHALAM S.,18
4025,Physiotherapy in General Medical and Surgical Conditions,MEGHA SANDEEP SHETH,18
4026,"Textbook of Pharmacology, Pathology & Genetics for Nurses-II",Suresh Sharma,18
4027,Mental Health Nursing Practical Record Book for BSc Nursing and PC BSc Nursing,Sreevani R,18
4028,Nursing Education: Principles and Concepts,R Sudha,18
4029,Making Sense of the ICD-11: For Mental Health Professionals (Royal College of Psychiatrists),Peter Tyrer,18
4030,GNM 3rd Year QB (Hindi Medium) [Set of 2 Books],Editorial Board,18
4031,﻿Basic Life Support (BLS) Provider Manual,Nedu,18
4032,Point-of-Care Ultrasound for the Neonatal and Pediatric Intensivist: A Practical Guide on the Use of POCUS,Yogen Singh,18
4033,"Nursing Research and Statistics, 4e",Sharma,18
4034,COMPLETE FIRST-AID,DR. RAJESH DIXIT,18
4035,Textbook of Midwifery & Gynecological Nursing for B.Sc. Nursing Students (As Per INC Syllabus),Preeti Agarwal & Vinod Gupta,18
4036,"LC Gupta's Manual of First Aid: Management of General Injuries, Sports Injuries and Common Ailments",Jitika Royal,18
